Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
People Of The World Africa,Staccato Fusion,32.0,"['people', 'woman', 'wereld', 'digital', 'painting', 'life', 'happy']",,Expressionism,"People of the world Africa, 001 
 
Deze serie is geïnspireerd door de schoonheid van de mens. Over de hele wereld, verschillende culturen, verschillende gewoontes, verschillende talen.  
 
Na aanschaf krijgt u een digitaal bestand.  
 
De commerciële licentie en de medialicentie worden in maximaal 8192x12288 - 300DPI aangeleverd[...]",https://www.artmajeur.com/staccato-fusion/en/artworks/16321081/people-of-the-world-africa-001,downloaded_images/16321081_peopleoftheworld-001-2048x3072.jpg
Tides Of Passion: Wave Four,Norman Stokes,25.0,"['pool', 'summer', 'new', '2023', 'fashion', 'model', 'advertisement', 'swimwear', 'female', 'sunglasses']",,Hyperrealism,Tides of Passion is a new series for the second quarter of 2023. I have meticulously spent many long nights creating and writing natural language instructions for a new generation AI model. I have also used tried and true digital painting software techniques that I learned throughout my career to polish the images and bring my vision to life to share[...],https://www.artmajeur.com/norman-stokes/en/artworks/16751368/tides-of-passion-wave-four,downloaded_images/16751368_vanessa-harris.jpg
World Landscape Project - {Texas Oil Mi,Hilman Hendarsyah,25.0,"['kkdzo', 'USA', 'Texas', 'Oil', 'digital arts', 'digital collage', 'digital paintings', 'fine arts', 'collage arts', 'earth', 'mining', 'geology', 'Landscape']",,Land Art,"World Landscape Project (WLP)is my new and recent digital art project series  
In these works, using digital image collage techniques and collage of physical images from various materials such as newspapers, magazines and others are digitized. 
Then by combining it with a touch of the digital painting style that I have developed, I present[...]",https://www.artmajeur.com/hilman-hendarsyah/en/artworks/16954555/world-landscape-project-texas-oil-mining,downloaded_images/16954555_landscape-project-7.jpg
The Blue Mirage,Shirley Jacobsen,25.0,"['digital art designs', '', 'art designs', 'design art', 'wall art', 'digital painting']",,Classicism,"""The blue mirage"" was such a joy to create. No one really knows if the image itself used the ladder to get there. But, there it is in all of its glory! It speaks for itself in a lot of ways. For example, it would have never been complete without the three white rings.

                [...]",https://www.artmajeur.com/shirley-jacobsen/en/artworks/17228578/the-blue-mirage,downloaded_images/17228578_fjrj-1696525590749.jpg
Spirits Of The Mountains,Uliana Salagina,62.0,"['Digital mountain art', 'Contemporary landscape art', 'Abstract mountain', 'Modern nature artwork', 'Digital art for sale', 'Buy digital painting online', 'Mountain peak artwork', 'Nature inspired digital art', 'High altitude art painting', 'Blue palette landscape art', 'Digital impasto', 'mountain scene', 'nature art print', 'Artistic meditation on nature', 'Resilience themed artwork', 'Digital cliff art piece', 'Snow and rock art print', 'digital landscapes', 'Serene mountain art painting', 'Abstract nature digital print']",,Abstract,"""Spirits of the Mountains"" a digital painting from the ""Mountain Peaks"" series, delves into the profound confrontation between the human spirit and nature's sublime forces. This piece captures a group of figures standing on the edge of an expansive cliff, their silhouettes sharply defined against a vast backdrop of snow, rock,[...]",https://www.artmajeur.com/uliana-salagina/en/artworks/17479876/spirits-of-the-mountains,downloaded_images/17479876_8-012.jpg
Blue And Orange Geometric,Anna Grochowska,353.48,"['abstrakcja', 'geometryczny', 'kula', 'kwadrat']",60x80 cm,Abstract,"Abstrakcja geometryczna

                
                    About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer,[...]",https://www.artmajeur.com/aneya-matte/en/artworks/17184586/blue-and-orange-geometric,downloaded_images/17184586_blueandorange-geometric1.jpg
Jaguar,Santos Merchán,572.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/santos-merchan/en/artworks/17452954/jaguar,downloaded_images/17452954_galeria.jpg
Nei 13,Monro,,"['nature', 'hiver', 'neige', 'arts numériques', 'licences']",,Abstract,"Il s'agit d'une oeuvre numérique dont seules les diverses licences sont disponibles. La scène se passe dans la nature, un jour d'hiver par un vent glacial !

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/monro/en/artworks/16481761/nei-13,downloaded_images/16481761_jj1.jpg
حمامة سلام,Mohammed Someli,105.77,['حمامة سلام'],,Expressionism,"حمامة سلامة وسط عالم متزاحم يعيش بقرارات من شأنها زيادة التوتر والقلق

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/mohammed-someli/en/artworks/17695648/hmamt-slam,downloaded_images/17695648_screenshot-20240316-040941-samsung-notes.jpg
Le Phénix,Les Pinceaux De La Vigne,226.7,"['Phénix', 'manga']",65x50 cm,Oriental Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/les-pinceaux-de-la-vigne/en/artworks/16998310/le-phenix,downloaded_images/16998310_phenix.jpg
Mousses,Christophe Perraud,1179.69,"['mousse', 'gouttes', 'drop', 'macro', 'close up', 'tryptique']",50x150 cm,Land Art,"Triptyque de 3 photographies nature macro de mousses et gouttes d'eau 
Ensemble sur Dibond 3mm avec doubles systèmes d'accroche (prêt à accrocher) 
20 exemplaires numérotés (les numéros 1 et 20 sont réservés pour Expositions et personnel)

                
                    About[...]",https://www.artmajeur.com/christophe-perraud/en/artworks/17042182/mousses,downloaded_images/17042182_visuel.jpg
La Bête Dans La Chambre D'orient - Homma,Patrick Santus,,"['BÊTE', ""L'ANGE À LA FENÊTRE D'OCCIDENT"", 'FOLIE', 'MORT', 'DESTRUCTION', 'PILLAGE', 'VOL', 'SADISME', 'ASSASSINS ET CRIMINELS']",,Symbolism,"LA BÊTE À LA FENÊTRE D'ORIENT 
La bête enfermée dans la chambre de sa folie, bave et hurle de peur en voyant ses vassaux s'approcher, flottants dans l'air fétide, prêts à la dévorer pour manger son or et ses richesses. (d'après une peinture d'Arroyo) 
 
The beast locked in the chamber of its madness, drools and[...]",https://www.artmajeur.com/patricksantus/en/artworks/16726897/la-bete-dans-la-chambre-d-orient-hommage-a-arroyo-etude-1,downloaded_images/16726897_la-bete-a-la-fenetre-d-orient.jpg
Laranja Moça #1,Ivan Facchini,31.72,"['mulher', 'laranja', 'woman', 'orange', 'princess', 'colorful', 'fruit', 'hat', 'concept', 'midjourney', 'fruits', 'beleza', 'feminino', 'moça', 'girl']",,Conceptual Art,"A imagem mostra uma moça comum, cujo corpo é coberto por uma camada de laranjas. A obra de arte é criada usando a técnica surrealista, com os morangos dando à imagem uma aparência onírica e fantástica. A mulher parece calma e serena, apesar da estranheza da cena. A técnica de inteligência artificial é utilizada para criar uma sensação de profundidade[...]",https://www.artmajeur.com/ivan-facchini/en/artworks/17106454/laranja-moca-1,downloaded_images/17106454_laranja-princesa-1-upscayl-4x-realesrgan-x4plus-anime.jpg
Dga-Faf28D080Fba,Cwgraphy,32.0,[],,Expressionism,"The work comes from the series ""Finding identity"". It is an expressive attempt to create an image that is an expression of the process of personality formation when emotions are swirling, there are many unknowns, bits of information are shaping the form or breaking off from it, and the image, although expressive, is still not finished.",https://www.artmajeur.com/cwgraphy/en/artworks/17579818/dga-faf28d080fba,downloaded_images/17579818_dga-faf28d080fba.jpg
Shame On You Pop Art | Elegant Woman Wit,Marco Paludet,25.0,"['nude woman', 'elegant woman', 'beautiful woman', 'female nude', 'nude female', 'pop art woman', 'pop art girl', 'flowers', 'tattoo', 'line art', 'sensual', 'sexy woman', 'delicate', 'pop art portrait', 'beige', 'portrait of woman', 'woman face', 'female figure', 'lichtenstein', 'floral']",,Figurative,"• A pop art portrait of a woman is accentuated by blue flowers adorning her shoulder and entwined in her wavy hair, set against a light beige background. She exudes an air of sensuality and elegance, with a subtle smile and eyes almost closed, conveying a sense of peacefulness. 
• Graphite pencil, ink, acrylic, digital painting 
• Originally[...]",https://www.artmajeur.com/marco-paludet/en/artworks/17710081/shame-on-you-pop-art-elegant-woman-with-flowers,downloaded_images/17710081_faa.jpg
Femme Africaine,Inna Mamonova,54.58,"['africaine', 'abstraction', 'Body art', 'mystique', 'femme', 'géométrique', 'bleu vert']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/inna-mamonova/en/artworks/17947723/femme-africaine,downloaded_images/17947723_lasta8346-beautiful-african-woman-surrealism-abstraction-umen-s.jpg
Lucia,Mauro Rosso,654.31,"['suora', 'donna', 'pop art', 'digital art']",100x100 cm,Pop Art,"Stampa su tela.  
L'opera misura 83 x 121 cm ca. 
Tiratura limitata a 50 esemplari, 
numerati e firmati in originale 
Corredata da certificato di autenticità

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/mauro-rosso/en/artworks/17813929/lucia,downloaded_images/17813929_whatsapp-image-2024-04-25-at-18-06-21-1.jpg
Charmante Espionne - Des Salons Feutrés,Kyrielle Fantasy,52.0,"['portrait', 'art onirique', 'surréalisme', 'espionne', 'décor floral', 'symbolisme', 'salons']",,Surrealism,"Représentation onirique d'une espionne de charme. 
portrait de femme, lumineux et délicat, au coeur d'un décor intérieur feutré, et d'une pluie florale ; Jouant de différentes textures (dentelle, velours, soie), il laisse supposer une duplicité, et une capacité à se fondre dans tout environnement dans les salons comme les jardins.",https://www.artmajeur.com/kyrielle-fantasy/en/artworks/17618566/charmante-espionne-des-salons-feutres-aux-jardins-discrets,downloaded_images/17618566_charmante-espionne.jpg
Golden Noir,Hazel,25.0,"['woman', 'portrait', 'black dress', 'black attire', 'fashion', 'fashion portrait', 'photography']",,Hyperrealism,"In this captivating fashion portrait, the spotlight falls upon a mysterious woman exuding an aura of enigmatic allure. Clad in sleek black attire, she commands attention with her striking side profile. Her lips, painted in the deepest shade of noir, add a touch of mystery to her visage, drawing the viewer into her realm of chic sophistication. Cascading[...]",https://www.artmajeur.com/hazel/en/artworks/17658484/golden-noir,downloaded_images/17658484_1709540358380.jpg
Vigor Y Velada: Romance En Monocromo,Ariela Alez,38.75,"['Arte de moda masculina', 'Elegancia afro', 'Moda masculina', 'Retrato masculino africano', 'Moda y romanticismo', 'Sastrería artística moderna', 'Arte conceptual de moda', 'alta costura', 'Armani', 'Gucci', 'Dior', 'fashion', 'traje gris y rosa', 'lobby de hotel', 'boutique', 'casa de alta costura', 'elegancia y glamour', 'Sartorial', 'Estilo dandy', 'fuerza y masculinidad']",,Conceptual Art,"Vigor y Velada: Romance en Monocromo’ es un homenaje a la dualidad del espíritu masculino, equilibrando fuerza y suavidad en una sinfonía visual. La obra destaca a un modelo afro con una postura que irradia poder y confianza, su atuendo es un testamento de la sastrería moderna entrelazada con la delicadeza de los adornos florales que parecen abrazar[...]",https://www.artmajeur.com/ariela-alez/en/artworks/17814628/vigor-y-velada-romance-en-monocromo,downloaded_images/17814628_mod5-alta.jpg
Amie Gale,Marie Katie Otte,1066.88,"['Dark Fantasy', 'Ésotérisme', 'Art Digital', 'Art Surréalisme', 'Art Symbolisme', 'Femme', 'Figuratif', 'Art Contemporain', ""Photo D'Art"", 'Art Spirituel', 'Gothique', 'Art Fantasy', 'Dark Marvels', 'Sensualité', 'Art Ésotérique', 'Arty']",120x80 cm,Pop Art,"Œuvre originale de Katie OTTE. Photo Montage et peinture numérique en édition limitée (n°1/30) 
« Le visage est exposé à son créateur invitant à un acte de purification. Hypnotisée, elle invite son prédateur qui la voit menacée, subjuguée devant sa victime. Telle une offrande elle s’offre au grand jour à son baptême. Théâtralement, l’acte dans[...]",https://www.artmajeur.com/marie-katie-otte/en/artworks/17467975/amie-gale,downloaded_images/17467975_ami-gale.jpg
