Title,Artist,Price,Description,Dimensions,Style,Link,Image Path
On The Road,Mersi,$240,"The road to this picture was very winding... and unmarked on maps. Be careful not to get stuck on your life's journey !!!!

As this is digital art, the width and height can be adjusted to your requirements!","Height 55cm, Width 50cm",Surrealism,"https://anasaea.com/viewArtPiece/hB3YtJtMhXd4XFRND
",downloaded_images/hB3YtJtMhXd4XFRND_pic1024.jpeg
a letter from the forest,Vladas Orzekauskas,E AVAILABLE ON REQUEST,a letter from the forest by Vladas Orzekauskas,"Height 31cm, Width 42cm",Aestheticism,"https://anasaea.com/viewArtPiece/QkBk6bFc2WStRrAhJ
",downloaded_images/QkBk6bFc2WStRrAhJ_pic1024.jpeg
06 sex Jīngjīng Crystal Rhapsody,Jingjing 晶晶,$200,06 sex Jīngjīng Crystal Rhapsody  by Jingjing 晶晶,"Height 80cm, Width 80cm",Futurism,"https://anasaea.com/viewArtPiece/Mv5H6PJkWjJekekSC
",downloaded_images/Mv5H6PJkWjJekekSC_pic1024.jpeg
She Wolf,Shari Blackwell,$100,"Digital Art, Native American Indian, She Wolf",,Modern art,"https://anasaea.com/viewArtPiece/7yCk8cqbku2qNSaLL
",downloaded_images/7yCk8cqbku2qNSaLL_pic1024.jpeg
"Wigging It Out, Weiyu",Gianfranco Fagotto,$250,"From ancient Egypt to modern times, wigs have played an important role in fashion, culture, and self-expression for both men and women. A series of eight wigs, inspired by the vibrant and diverse world of pop art! It draws inspiration from a range of cultures and ethnicities to create a collection that celebrates diversity and encourages self-expression.","Height 50cm, Width 50cm",Pop art,"https://anasaea.com/viewArtPiece/7G34RveRoBEYZKW9M
",downloaded_images/7G34RveRoBEYZKW9M_pic1024.jpeg
Abstract 2,Rubtov Gabriela,$500,Abstract 2 by Rubtov Gabriela,"Height 50cm, Width 50cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/teuFmbbNXAsY4gQak
",downloaded_images/teuFmbbNXAsY4gQak_pic1024.jpeg
Rainbow Renaissance: Lincoln,Cainan Barnett,$250,Rainbow Renaissance: Lincoln by Cainan Barnett,"Height 90cm, Width 90cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/FewAJcX7upM6cM496
",downloaded_images/FewAJcX7upM6cM496_pic1024.jpeg
Abstract dreams. Separation.,Grigoriy Yakimov,$400,Abstract dreams. Separation. by Grigoriy Yakimov,"Height 80cm, Width 53cm",,"https://anasaea.com/viewArtPiece/dynusPA5B9ESZEWgX
",downloaded_images/dynusPA5B9ESZEWgX_pic1024.jpeg
008,Helen Or,E AVAILABLE ON REQUEST,008 by Helen Or,"Height 140cm, Width 140cm",Geometric abstraction,"https://anasaea.com/viewArtPiece/9os3mjs2wxNqJiCJR
",downloaded_images/9os3mjs2wxNqJiCJR_pic1024.jpeg
Can't stop the song,David Higginson,$1000,Can't stop the song by David Higginson,"Height 90cm, Width 60cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/rxEmpKEZunDKAoCdY
",downloaded_images/rxEmpKEZunDKAoCdY_pic1024.jpeg
The Warrior's Path,ha11ok,,"The edge of the sword dulls in battle, while the serenade written in the heart carries the message of life.

""
A samurai is changing his sword if needed,
When his heart is far too bleeded.
""
","Height 86cm, Width 110cm",Minimalism,"https://anasaea.com/viewArtPiece/HaQ9W3RGbTkwygzj5
",downloaded_images/HaQ9W3RGbTkwygzj5_pic1024.jpeg
2 IS BETTER THAN 1,Lauren Suplinskas,$50,2 IS BETTER THAN 1 by Lauren Suplinskas,"Height 5cm, Width 10cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/8J8afyP8CrFoRXra8
",downloaded_images/8J8afyP8CrFoRXra8_pic1024.jpeg
Alkonost,Olga Kozyreva,E AVAILABLE ON REQUEST,"The Alkonost is a mythical creature that originates from Slavic mythology. It is often described as a beautiful, angelic-like bird with the body of a bird and the head of a woman. In Slavic folklore, the Alkonost is associated with paradise and is believed to bring great joy and happiness to those who encounter it.

4724x3543px",,Abstract expressionism,"https://anasaea.com/viewArtPiece/4979DruTT5Cku5Kyd
",downloaded_images/4979DruTT5Cku5Kyd_pic1024.jpeg
Framed canvas. Exotic elegance #3,Oxana Bulakhova,$300,"Spice up your blank walls with this head-turning framed canvas! 
This high-quality pine tree framed canvas comes with rubber pads on the back corners and a wall mount, making hanging the artwork hassle-free. 
What’s more, the frame gives the canvas a cool floating effect!
","Height 44.5cm, Width 44.5cm",Contemporary art,"https://anasaea.com/viewArtPiece/PDwkqELGckbytZJ8X
",downloaded_images/PDwkqELGckbytZJ8X_pic1024.jpeg
Beauty in Blue,Shari Blackwell,$100,"Digital Art, Beauty in Blue",,Modern art,"https://anasaea.com/viewArtPiece/TL7v5uKuwtznonvYo
",downloaded_images/TL7v5uKuwtznonvYo_pic1024.jpeg
Quantized Sunset,Irio Lavagno,$400,"The painting depicts a sunset over the ocean, with a sailboat in the foreground. The sky is a vibrant orange and pink, with clouds in the distance. The water is a deep shade of blue, with the sun setting behind it. The sailboat is small and far away, but still visible in the distance. The overall effect is one of peace and tranquility, as the sun sets over the calm sea.

The imagine was created using a generative AI.

There are 10 copies of this image, each one signed and numbered.

The printing on aluminium gives it a great depth and vibrant colors.","Height 60cm, Width 60cm",,"https://anasaea.com/viewArtPiece/tMKN8ECX6sJMY29vp
",downloaded_images/tMKN8ECX6sJMY29vp_pic1024.jpeg
VELVET SKIN,Luka Turco,$1500,"This original digital creation glicée print, using high quality pigment inks, on canvas, is offered as a limited edition of 12 prints. Artwork is hand signed on the back and will be shipped unstretched, rolled in a tube, with a Certificate of Authenticity.","Height 100cm, Width 100cm",Contemporary art,"https://anasaea.com/viewArtPiece/JDi7egiQFSMrTT4SE
",downloaded_images/JDi7egiQFSMrTT4SE_pic1024.jpeg
Satyr no1,Anastasios Patsilinakos,$2000,Satyr no1 by Anastasios Patsilinakos,"Height 170cm, Width 150cm",Pop art,"https://anasaea.com/viewArtPiece/QcP2ERvBiHYRcqjKx
",downloaded_images/QcP2ERvBiHYRcqjKx_pic1024.jpeg
See you in Paris,Zinaida Kazantseva,,See you in Paris by Zinaida Kazantseva,"Height 90cm, Width 90cm",Contemporary art,"https://anasaea.com/viewArtPiece/BPz8jDbBeb8roP63C
",downloaded_images/BPz8jDbBeb8roP63C_pic1024.jpeg
The Butterfly girl,Rochelle Douglas,$500,"Black is culture, black is beauty, Black is Art","Height 100cm, Width 75cm",Contemporary art,"https://anasaea.com/viewArtPiece/QwStWGJqvzpKXcHsZ
",downloaded_images/QwStWGJqvzpKXcHsZ_pic1024.jpeg
EIFFEL MAGENTA,Luka Turco,$1500,"This original digital creation glicée print, using high quality pigment inks, on canvas, is offered as a limited edition of 12 prints. Artwork is hand signed on the back and will be shipped unstretched, rolled in a tube, with a Certificate of Authenticity.","Height 100cm, Width 100cm",Contemporary art,"https://anasaea.com/viewArtPiece/bRPcyt2frZJRpi66w
",downloaded_images/bRPcyt2frZJRpi66w_pic1024.jpeg
ARACHNÉ-BOT,Couvet Patrick,,"Je vous invite à visiter mon d’exposition sur le web, où j’exposé mes peintures....avec plus d’explication qu’ici et où je montre la peinture, tout le long de la réalisation...
À cette adresse : https://couvetpatrick-peintures-com.mystrikingly.com/

ARACHNÉ-BOT. 2024
Peinture digitale sur tablette Android, à l’aide d’un stylet S-Pen,  en utilisant l’application Android INFINITE PAINTER 
La transposition cybernétique du mythe Antique grec, de la belle petite jeune fille qui excellait dans l'art du tissage, rendant jalouse Hera ( Junon ), la femme de Zeus, poussant  celle-ci à la mettre au défi de réaliser la plus belle broderie jamais vue sur terre. 
Ce que réalisa Arachne était au delà de tout qui avait été créé jusque là, surpassant les réalisations de la déesse...
Furieuse, HERA humilia Arachne, en déchirant son chef d’œuvre, et en la giflant. 
La jeune Arachne, fut découverte pendu !
Hera, triste d’avoir causé toute cette peine, transforma la jeune morte, en lui redonnant vie sous la forme d’un minuscule animal, à  8 pattes, suspendu à un fil ....
Animal qui devait porté  pour l’éternité le nom ""d’ARAIGNÉE""
IL en sera peut-être de même, avec l’apparition  de CYBORG...créé par l’homme, suspendu à un fil électrique.....!?","Height 68cm, Width 58cm",Contemporary art,"https://anasaea.com/viewArtPiece/LcFpb5Z4xB9Lq8Xdq
",downloaded_images/LcFpb5Z4xB9Lq8Xdq_pic1024.jpeg
01,ATELIER 110,E AVAILABLE ON REQUEST,01 by ATELIER 110,,,"https://anasaea.com/viewArtPiece/SFyWJbivr6TKsJKqZ
",downloaded_images/SFyWJbivr6TKsJKqZ_pic1024.jpeg
Creation,Şevin Kupik,$3500,"Belonging to creation, women and nature healing","Height 75cm, Width 50cm",Art Nouveau,"https://anasaea.com/viewArtPiece/kpoWgsCggfwnwoAzM
",downloaded_images/kpoWgsCggfwnwoAzM_pic1024.jpeg
Abundance,L.A. Moor,$99873,"“I will open myself to the abundance of the universe.” 

This painting, “Abundance”, is a vibrant celebration of the limitless prosperity the universe holds. It serves as a mirror, reflecting back to you the abundant nature of your own inner world. Just as a landscape brims with life and resources, so too does your life hold the potential for boundless joy, love, success, and fulfillment. It’s a reminder to align with the frequency of abundance, opening yourself up to receive all the blessings that are waiting to manifest in your life. 

9 prints of this size, each comes with a numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/WLaSoieXyWFrR7tkH
",downloaded_images/WLaSoieXyWFrR7tkH_pic1024.jpeg
Mess of Me,Zakk Merullo,$10,Mess of Me  by Zakk Merullo,,Abstract expressionism,"https://anasaea.com/viewArtPiece/WeNtNQBHeTLB6ZKJG
",downloaded_images/WeNtNQBHeTLB6ZKJG_pic1024.jpeg
Four sides of perspective,Inês Leal,,Four sides of perspective  by Inês Leal,"Height 100cm, Width 180cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/KBg7pWkY9jknMrYpK
",downloaded_images/KBg7pWkY9jknMrYpK_pic1024.jpeg
Tribal Queen,Yoalah Brinson,$70,Tribal Queen by Yoalah Brinson,,Hyperrealism,"https://anasaea.com/viewArtPiece/ZcmPXmgHitcznnDTx
",downloaded_images/ZcmPXmgHitcznnDTx_pic1024.jpeg
Not found,, TO HOME,Page is not found,,,"https://anasaea.com/viewArtPiece/uhYorxKaNSFpCCujX
",
Clouds Rainbows and Bricks Dark,Joana Casaca,$200,Clouds Rainbows and Bricks Dark by Joana Casaca,"Height 172cm, Width 185.21cm",,"https://anasaea.com/viewArtPiece/peXeSZAj7e5aWkkWw
",downloaded_images/peXeSZAj7e5aWkkWw_pic1024.jpeg
Brazilian Blooms,Adrian Ganea,$1500,"A classic and elegant painting of Brazilian flowers, rendered in soft impasto brushstrokes. The painting captures the vibrant colors and delicate beauty of Brazilian flora, while the impasto technique adds a sense of texture and depth. The painting is perfect for any home décor style, and is sure to add a touch of sophistication and sophistication to any room.
Brazilian Blooms
The painting depicts a variety of Brazilian flowers, including orchids, bromeliads, and hibiscus. The flowers are arranged in a loose and informal bouquet, with their petals overlapping and intertwining. The background of the painting is a soft green, which helps to highlight the bright colors of the flowers.

The artist has used a variety of brushstrokes to create the painting. Some of the strokes are long and fluid, while others are shorter and more expressive. The artist has also used impasto to create a sense of texture and depth in the painting. The impasto technique is particularly effective in capturing the delicate petals of the flowers.

Overall, the painting is a beautiful and sophisticated depiction of Brazilian flowers. It is sure to add a touch of elegance to any home décor style.","Height 70cm, Width 50cm",Impressionism,"https://anasaea.com/viewArtPiece/WNkhn2ei2xsRbHyxJ
",downloaded_images/WNkhn2ei2xsRbHyxJ_pic1024.jpeg
"Black, Gold & Red Abstract by Csaba Fikker",Csaba fikker,$400,"Black, Gold & Red Abstract by Csaba Fikker  by Csaba fikker","Height 150cm, Width 100cm",Contemporary art,"https://anasaea.com/viewArtPiece/FhMdEd9LCbm8qpf5A
",downloaded_images/FhMdEd9LCbm8qpf5A_pic1024.jpeg
Her Magic,Natasia Nair,E AVAILABLE ON REQUEST,"“I don’t believe in magic,” the young boy said, and the old man smiled, “You will, when you see her.” — Atticus
","Height 80cm, Width 80cm",,"https://anasaea.com/viewArtPiece/HjRKordPHfvogfwm6
",downloaded_images/HjRKordPHfvogfwm6_pic1024.jpeg
Faux Press. Uncover,Ana Mangot,$1600,Faux Press. Uncover by Ana Mangot,"Height 42cm, Width 52cm",Contemporary art,"https://anasaea.com/viewArtPiece/4X9R5vJWBFsrREriF
",downloaded_images/4X9R5vJWBFsrREriF_pic1024.jpeg
The Love project,Selen Inworld,$200,The Love project by Selen Inworld,"Height 48cm, Width 64cm",Surrealism,"https://anasaea.com/viewArtPiece/usdvdPBzusGJHTXpb
",downloaded_images/usdvdPBzusGJHTXpb_pic1024.jpeg
Dream Trading,tanvir ahmad,$200,Cosmic Art is a unique and different style of art. It shows the depth of universe.,"Height 40cm, Width 25cm",Magical Realism,"https://anasaea.com/viewArtPiece/7JipSjcKeNRhLxQXN
",downloaded_images/7JipSjcKeNRhLxQXN_pic1024.jpeg
@rt Bodies. A Kiss Goodnight,Ana Mangot,E AVAILABLE ON REQUEST,@rt Bodies. A Kiss Goodnight by Ana Mangot,,Contemporary art,"https://anasaea.com/viewArtPiece/S4ayDqCSdEbNvYn8a
",downloaded_images/S4ayDqCSdEbNvYn8a_pic1024.jpeg
Unsettling,Francene Levinson,$3600,"Unsettling,2021,24x24in. is an original digital Techspressionist painting on Chromalux HD Aluminum,  inspired by the the continuing display of vicious rejection of the US Constitution and the rule of law.
Described as: Techspressionist, abstract, minimalist,geometric,contemporary,digital fine art.","Height 60.96cm, Width 60.96cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/NEEwXRcxqWLP3tB4f
",downloaded_images/NEEwXRcxqWLP3tB4f_pic1024.jpeg
Reckless Endangerment,Francene Levinson,$3600,"Reckless Endangerment, 2023, 60.96 cm x 60.96 cm,is an original digital Techspressionist  painting inspired by the infuriating destruction of our young people and our sense of well being. It is abstract, minimalist, geometric, contemporary, digital fine art. ","Height 60.96cm, Width 60.96cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/Fkt7njPhYkeyYPhCW
",downloaded_images/Fkt7njPhYkeyYPhCW_pic1024.jpeg
360 NEURAL COEVOLUTION 7,Pedro Morales,$700,"NEURAL COEVOLUTION is a 360 Panorama project that invites the audience to immerse themselves in a world of organic forms and natural patterns, in a visionary world of fungi and fractals. The project explores current events through art, using mushrooms as a symbol of adaptation, diversity and wonder. The 360 Panoramas describe a speculative aesthetic of nature, using tessellations, symmetry and patterns within patterns. The project aims to evoke a sense of curiosity and connection with the natural world, as well as a reflection on the role of mushrooms in our society and culture. Based on the Mushroom at the end of the World by Anna Tsing. -------------------------------------------------------------------------------------------- 360 Sphere image, Original jpg RGB, 6144 x 3072 pxls. Neural Coevolution Series 2023 Pedro Morales.","Height 3072cm, Width 6144cm",Naturalism,"https://anasaea.com/viewArtPiece/ausxdWDwtYKqfAvXk
",downloaded_images/ausxdWDwtYKqfAvXk_pic1024.jpeg
Thracian princess 7,Heli An,$55,Thracian princess 7 by Heli An,,Photorealism,"https://anasaea.com/viewArtPiece/BQEzpythTXPtMJLt6
",downloaded_images/BQEzpythTXPtMJLt6_pic1024.jpeg
Crazy train in the clouds,Mika Kersten,$70,Crazy train in the clouds with happy people.,"Height 9.14cm, Width 11.43cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/fir4oSnzwKvgnyhXw
",downloaded_images/fir4oSnzwKvgnyhXw_pic1024.jpeg
The synchronization of eyes and fear,Inês Leal,,The synchronization of eyes and fear  by Inês Leal,"Height 100cm, Width 70cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/CAqv3d93BDwimcpW2
",downloaded_images/CAqv3d93BDwimcpW2_pic1024.jpeg
when the streets have no name,Leeloo_mp / Masha B.,$125,(Titel by U2),"Height 45cm, Width 30cm",Surrealism,"https://anasaea.com/viewArtPiece/rEFbK5tEPvc6Svzno
",downloaded_images/rEFbK5tEPvc6Svzno_pic1024.jpeg
